vehicle_id,measure_id,measure_ts,measure_value
1,1,2010-10-11 12:35:42,3.6856
1,1,2010-10-11 13:15:44,4.3969
1,1,2010-10-11 13:55:33,2.1102
1,1,2010-10-11 14:35:49,3.0221
2,1,2010-10-11 14:55:42,1.8665
2,1,2010-10-11 15:35:35,2.3839
2,1,2010-10-11 16:15:48,2.6993
2,1,2010-10-11 16:55:35,1.0874
2,1,2010-10-12 09:35:08,4.6095
2,1,2010-10-12 10:15:05,4.2683
2,1,2010-10-12 10:55:19,0.8317
2,1,2010-10-12 11:35:41,3.7935
2,1,2010-10-12 12:15:55,1.539
2,1,2010-10-12 12:55:33,3.4161
2,1,2010-10-12 13:35:00,3.0023
2,1,2010-10-12 14:10:15,0.4207
2,1,2010-10-12 14:50:16,5.9711
2,1,2010-10-12 15:30:11,1.4054
2,1,2010-10-12 16:11:00,4.9191
2,1,2010-10-12 16:50:57,3.6411
2,1,2010-10-13 09:30:44,5.2856
2,1,2010-10-13 10:10:01,1.8058
2,1,2010-10-13 10:50:53,2.6345
2,1,2010-10-13 11:30:37,5.9046
2,1,2010-10-13 12:10:49,4.4806
2,1,2010-10-13 12:51:00,2.3151
2,1,2010-10-13 13:30:42,4.0813
2,1,2010-10-13 14:10:43,3.5856
2,1,2010-10-13 14:50:08,5.171
2,1,2010-10-13 15:30:25,2.3419
2,1,2010-10-13 16:10:50,1.7096
2,1,2010-10-13 16:50:36,2.8566
2,1,2010-10-14 09:30:07,2.7388
2,1,2010-10-14 10:10:14,3.8198
2,1,2010-10-14 10:50:48,2.8787
2,1,2010-10-14 11:30:48,2.6053
2,1,2010-10-14 12:10:42,1.2036
2,1,2010-10-14 12:50:05,2.578
2,1,2010-10-14 13:30:25,1.6928
2,1,2010-10-14 14:10:36,1.8132
2,1,2010-10-14 14:50:23,2.8463
2,1,2010-10-14 15:30:22,1.5244
2,1,2010-10-14 16:10:16,3.6067
2,1,2010-10-14 16:50:42,3.3853
2,1,2010-10-15 09:30:20,1.9405
2,1,2010-10-15 10:20:58,0.609
2,1,2010-10-15 11:05:16,1.8061
2,1,2010-10-15 11:45:35,3.9117
2,1,2010-10-15 12:30:36,0.0143
2,1,2010-10-15 13:10:12,1.7251
2,1,2010-10-15 13:50:46,2.5527
2,1,2010-10-15 14:30:30,3.2999
2,1,2010-10-15 15:10:19,3.5309
2,1,2010-10-15 15:50:53,1.1873
1,1,2010-10-15 16:40:17,1.2045
1,1,2010-10-18 09:20:10,5.0115
1,1,2010-10-18 10:00:30,2.5024
1,1,2010-10-18 10:40:43,3.2858
1,1,2010-10-18 11:20:50,4.5971
1,1,2010-10-18 12:00:19,4.6734
1,1,2010-10-18 12:40:14,3.6277
1,1,2010-10-18 13:20:30,2.3067
1,1,2010-10-18 14:00:01,3.5299
1,1,2010-10-18 14:40:00,4.3665
1,1,2010-10-18 15:20:08,1.1264
1,1,2010-10-18 16:00:52,4.4086
1,1,2010-10-18 16:40:04,2.9719
1,1,2010-10-19 09:20:43,2.3301
1,1,2010-10-19 10:00:35,1.9866
1,1,2010-10-19 10:40:37,4.6646
1,1,2010-10-19 11:20:09,2.1433
1,1,2010-10-19 12:00:31,3.8329
1,1,2010-10-19 12:40:12,3.189
2,1,2010-10-19 13:20:50,4.75
2,1,2010-10-19 14:00:18,5.2182
2,1,2010-10-19 14:40:24,3.1296
2,1,2010-10-19 15:20:16,4.3589
2,1,2010-10-19 16:00:02,3.0243
2,1,2010-10-19 16:45:19,1.0412
2,1,2010-10-20 09:25:20,4.3733
2,1,2010-10-20 10:05:43,2.7494
2,1,2010-10-20 10:45:49,3.594
2,1,2010-10-20 11:25:44,2.6732
2,1,2010-10-20 12:05:50,3.2802
2,1,2010-10-20 12:45:16,3.7812
2,1,2010-10-20 13:25:11,5.8776
2,1,2010-10-20 14:05:13,2.2917
2,1,2010-10-20 14:45:03,3.2836
2,1,2010-10-20 15:25:56,3.1634
2,1,2010-10-20 16:05:27,3.8888
2,1,2010-10-20 16:45:02,2.957
2,1,2010-10-21 09:25:47,0.7911
2,1,2010-10-21 10:05:45,4.1955
2,1,2010-10-21 10:45:35,3.4869
2,1,2010-10-21 11:25:51,1.1577
2,1,2010-10-21 12:05:30,3.3219
2,1,2010-10-21 12:45:08,1.8956
2,1,2010-10-21 13:35:22,2.1295
2,1,2010-10-21 14:15:51,0.652
2,1,2010-10-21 14:55:10,2.8822
2,1,2010-10-21 15:35:38,4.7941
2,1,2010-10-15 12:55:31,4.7953
2,1,2010-10-15 13:35:03,3.715
2,1,2010-10-15 14:15:17,2.9832
2,1,2010-10-15 14:55:26,1.5452
2,1,2010-10-15 15:55:28,3.9332
2,1,2010-10-15 16:35:01,3.1128
2,1,2010-10-18 09:15:20,3.9042
2,1,2010-10-18 10:05:24,4.9575
2,1,2010-10-18 10:45:46,3.154
2,1,2010-10-18 11:25:59,1.2774
2,1,2010-10-18 12:05:05,4.7069
2,1,2010-10-18 12:45:29,0.748
2,1,2010-10-18 13:25:29,2.9506
2,1,2010-10-18 14:05:07,2.9871
2,1,2010-10-18 14:45:19,3.5292
2,1,2010-10-18 15:35:19,2.8282
2,1,2010-10-18 16:15:32,2.2788
2,1,2010-10-18 16:55:00,1.8128
2,1,2010-10-19 09:35:11,0.9916
2,1,2010-10-19 10:15:38,1.1676
2,1,2010-10-19 10:55:16,2.7698
2,1,2010-10-19 11:35:59,0.7828
2,1,2010-10-19 12:15:44,1.3631
2,1,2010-10-19 12:55:56,1.2567
2,1,2010-10-19 13:35:22,2.9405
2,1,2010-10-19 14:15:51,2.685
2,1,2010-10-19 14:55:42,2.1523
2,1,2010-10-19 15:35:46,1.07
2,1,2010-10-19 16:15:39,3.337
2,1,2010-10-19 16:50:13,5.0345
2,1,2010-10-20 09:30:14,3.8641
2,1,2010-10-20 10:10:08,2.1322
2,1,2010-10-20 10:50:27,4.7495
2,1,2010-10-20 11:30:23,1.8473
2,1,2010-10-20 12:10:45,3.6774
1,1,2010-10-20 12:50:26,3.6827
1,1,2010-10-20 13:30:21,4.9601
1,1,2010-10-20 14:10:23,2.5816
1,1,2010-10-20 14:50:49,4.6402
1,1,2010-10-20 15:30:34,3.1141
1,1,2010-10-20 16:10:15,1.859
1,1,2010-10-20 16:50:38,2.3471
1,1,2010-10-21 09:30:44,4.8621
1,1,2010-10-21 10:10:08,2.8096
1,1,2010-10-21 10:50:17,2.3342
1,1,2010-10-21 11:30:22,3.3913
1,1,2010-10-21 12:10:54,2.6378
1,1,2010-10-21 12:50:17,3.613
1,1,2010-10-21 13:30:38,4.2042
1,1,2010-10-21 14:10:58,3.6295
1,1,2010-10-21 14:50:40,3.7806
1,1,2010-10-21 15:30:24,2.974
1,1,2010-10-21 16:05:49,1.4122
1,1,2010-10-21 16:45:06,1.1437
1,1,2010-10-22 09:25:07,3.2307
1,1,2010-10-22 10:05:50,1.3527
1,1,2010-10-22 10:45:04,3.8287
1,1,2010-10-22 11:25:19,2.383
1,1,2010-10-22 12:05:52,2.4227
1,1,2010-10-22 12:45:11,3.1656
1,1,2010-10-22 13:25:48,4.4175
1,1,2010-10-22 14:00:40,3.2868
1,1,2010-10-22 14:40:02,4.2979
1,1,2010-10-22 15:20:02,3.167
1,1,2010-10-22 16:00:36,2.1341
2,1,2010-10-15 16:30:25,3.9753
2,1,2010-10-18 09:10:20,1.8498
2,1,2010-10-18 09:50:21,2.0942
2,1,2010-10-18 10:30:39,4.5569
2,1,2010-10-18 11:10:21,2.49
2,1,2010-10-18 11:50:36,3.2083
2,1,2010-10-18 12:30:16,2.4159
2,1,2010-10-18 13:10:40,3.8371
2,1,2010-10-18 13:50:03,4.0704
2,1,2010-10-18 14:30:28,3.2255
2,1,2010-10-18 15:10:44,3.1713
2,1,2010-10-18 15:50:56,2.4618
2,1,2010-10-18 16:30:14,2.8633
2,1,2010-10-19 09:10:19,2.7843
1,1,2010-10-19 10:10:12,2.666
1,1,2010-10-19 10:50:57,4.4928
1,1,2010-10-19 11:30:49,4.5649
1,1,2010-10-19 12:10:44,4.6399
1,1,2010-10-19 12:50:33,2.905
1,1,2010-10-19 13:30:54,1.7086
1,1,2010-10-19 14:10:45,1.8707
1,1,2010-10-19 14:50:40,4.2577
1,1,2010-10-19 15:30:44,5.5373
1,1,2010-10-19 16:10:22,2.2537
1,1,2010-10-19 16:55:40,3.6804
1,1,2010-10-20 09:35:43,1.703
1,1,2010-10-20 10:15:57,3.6712
1,1,2010-10-20 10:55:34,2.9672
1,1,2010-10-20 11:35:32,0.0008
1,1,2010-10-20 12:15:54,2.8382
1,1,2010-10-20 12:55:35,3.1014
1,1,2010-10-20 13:35:07,4.9761
1,1,2010-10-20 14:15:45,2.688
1,1,2010-10-20 14:55:58,4.1956
1,1,2010-10-20 15:35:00,0.533
1,1,2010-10-20 16:15:41,0.178
1,1,2010-10-20 16:55:57,4.404
1,1,2010-10-21 09:35:04,2.9489
1,1,2010-10-21 10:15:33,4.0151
1,1,2010-10-21 10:55:40,3.4744
1,1,2010-10-21 11:35:28,4.1744
1,1,2010-10-21 12:15:33,2.1863
1,1,2010-10-21 12:55:35,1.9362
1,1,2010-10-21 13:25:48,2.0378
1,1,2010-10-21 14:05:13,1.9706
1,1,2010-10-21 14:45:51,1.6021
1,1,2010-10-21 15:25:33,4.5306
1,1,2010-10-15 12:45:14,2.5355
1,1,2010-10-15 13:25:51,3.2421
1,1,2010-10-15 14:05:35,3.4356
1,1,2010-10-15 14:45:04,3.2442
1,1,2010-10-15 15:25:36,1.1128
1,1,2010-10-15 16:05:38,1.6933
1,1,2010-10-15 16:45:43,2.7815
1,1,2010-10-18 09:25:06,4.3665
1,1,2010-10-18 09:55:21,1.3738
1,1,2010-10-18 10:35:41,1.4845
1,1,2010-10-18 11:15:54,1.0377
1,1,2010-10-18 11:55:24,3.341
1,1,2010-10-18 12:35:38,1.4853
1,1,2010-10-18 13:15:03,3.8759
1,1,2010-10-18 13:55:26,5.4423
1,1,2010-10-18 14:35:27,3.4614
1,1,2010-10-18 15:05:40,3.5639
1,1,2010-10-18 15:45:49,3.6379
1,1,2010-10-18 16:25:35,3.9944
1,1,2010-10-19 09:05:40,2.7419
1,1,2010-10-19 09:25:19,4.0419
1,1,2010-10-19 10:05:08,4.9434
1,1,2010-10-19 10:45:04,3.757
1,1,2010-10-19 11:25:14,0.5163
1,1,2010-10-19 12:05:15,1.1178
1,1,2010-10-19 12:45:35,2.9434
1,1,2010-10-19 13:25:32,4.4525
1,1,2010-10-19 14:05:56,1.1556
1,1,2010-10-19 14:45:28,2.914
1,1,2010-10-19 15:25:47,5.0546
1,1,2010-10-19 16:05:38,2.6862
2,1,2010-10-19 16:20:56,5.4495
2,1,2010-10-20 09:00:25,5.2967
2,1,2010-10-20 09:40:02,1.1218
2,1,2010-10-20 10:20:50,2.6937
2,1,2010-10-20 11:00:03,3.4095
2,1,2010-10-20 11:40:56,3.8152
2,1,2010-10-20 12:20:37,2.4752
2,1,2010-10-20 13:00:09,3.7759
2,1,2010-10-20 13:40:04,2.1889
2,1,2010-10-20 14:20:46,4.9597
2,1,2010-10-20 15:00:38,4.8136
2,1,2010-10-20 15:40:14,4.5299
2,1,2010-10-20 16:20:15,2.445
2,1,2010-10-21 09:00:56,3.6896
2,1,2010-10-21 09:40:46,2.9722
2,1,2010-10-21 10:20:05,2.9064
2,1,2010-10-21 11:00:58,1.2535
2,1,2010-10-21 11:40:18,1.6102
2,1,2010-10-21 12:20:44,3.9009
2,1,2010-10-21 13:00:37,4.9954
2,1,2010-10-21 13:40:37,4.6521
2,1,2010-10-21 14:20:52,3.8442
2,1,2010-10-21 15:00:23,2.7525
2,1,2010-10-21 15:40:45,0.1684
2,1,2010-10-21 16:15:04,4.962
2,1,2010-10-21 16:55:10,1.6958
2,1,2010-10-22 09:35:50,4.6209
2,1,2010-10-22 10:15:10,3.1176
2,1,2010-10-22 10:55:22,2.6098
2,1,2010-10-22 11:35:32,3.6755
2,1,2010-10-22 12:15:20,3.8038
2,1,2010-10-22 12:55:50,1.0593
2,1,2010-10-22 13:35:07,5.9722
2,1,2010-10-22 14:10:18,3.9256
2,1,2010-10-22 14:50:16,0.753
2,1,2010-10-22 15:30:37,4.3817
2,1,2010-10-22 16:10:28,3.7408
2,1,2010-10-22 16:50:07,4.2283
2,1,2010-10-25 09:30:30,3.1576
2,1,2010-10-25 10:10:18,4.9297
2,1,2010-10-25 10:50:24,5.188
2,1,2010-10-25 11:30:16,3.9713
2,1,2010-10-25 12:40:42,4.4596
2,1,2010-10-25 13:20:10,1.633
2,1,2010-10-25 14:00:55,0.6608
2,1,2010-10-25 14:40:28,4.4318
2,1,2010-10-25 15:20:11,2.5394
2,1,2010-10-25 16:00:38,3.9143
2,1,2010-10-25 16:40:58,3.0419
2,1,2010-10-26 09:20:47,3.4403
2,1,2010-10-26 10:00:21,4.9098
2,1,2010-10-26 10:41:00,2.694
2,1,2010-10-26 11:20:40,3.2845
2,1,2010-10-26 12:00:51,2.6623
2,1,2010-10-26 12:40:36,4.8624
2,1,2010-10-26 13:20:20,1.2466
2,1,2010-10-26 14:00:26,2.3581
2,1,2010-10-26 14:40:09,2.4832
2,1,2010-10-26 15:20:30,3.3642
2,1,2010-10-26 16:00:09,4.9679
2,1,2010-10-26 16:40:21,4.1587
2,1,2010-10-27 09:20:30,3.1681
2,1,2010-10-27 10:00:54,2.0272
2,1,2010-10-27 10:40:22,1.1309
1,1,2010-10-27 11:45:09,4.0937
1,1,2010-10-27 12:25:10,1.7803
1,1,2010-10-27 13:05:51,1.5126
1,1,2010-10-27 13:45:13,3.8345
1,1,2010-10-27 14:25:25,3.0085
1,1,2010-10-27 15:05:50,1.6702
1,1,2010-10-27 15:45:31,3.7641
1,1,2010-10-27 16:25:57,4.1965
1,1,2010-10-28 09:05:26,3.6414
1,1,2010-10-28 09:45:24,4.2237
1,1,2010-10-28 10:25:14,5.8295
1,1,2010-10-21 15:50:06,2.3023
1,1,2010-10-21 16:30:18,4.6555
1,1,2010-10-22 09:10:46,2.369
1,1,2010-10-22 09:51:00,1.2166
1,1,2010-10-22 10:30:16,4.6974
1,1,2010-10-22 11:10:29,4.8093
1,1,2010-10-22 11:50:42,2.1264
1,1,2010-10-22 12:30:00,3.3914
1,1,2010-10-22 13:10:34,1.0938
1,1,2010-10-22 13:55:05,3.7886
1,1,2010-10-22 14:35:56,1.2538
1,1,2010-10-22 15:15:41,1.3404
1,1,2010-10-22 15:55:29,2.1467
1,1,2010-10-22 16:35:58,0.737
1,1,2010-10-25 09:15:52,4.7047
1,1,2010-10-25 09:55:41,1.1146
1,1,2010-10-25 10:35:04,3.8957
1,1,2010-10-25 11:15:36,5.8727
1,1,2010-10-25 11:55:26,2.1418
1,1,2010-10-25 12:35:27,0.0266
1,1,2010-10-25 13:15:44,1.9664
1,1,2010-10-25 13:55:07,4.9221
1,1,2010-10-25 14:35:15,5.5392
1,1,2010-10-25 15:15:21,1.8008
1,1,2010-10-25 15:55:33,1.9307
1,1,2010-10-25 16:35:13,0.2093
1,1,2010-10-26 09:15:01,2.565
1,1,2010-10-26 09:45:22,2.1272
1,1,2010-10-26 10:25:01,2.8507
1,1,2010-10-26 11:05:24,3.7887
1,1,2010-10-26 11:35:00,3.9567
1,1,2010-10-26 12:15:59,2.153
1,1,2010-10-26 12:55:54,0.4441
1,1,2010-10-26 13:35:04,1.3257
1,1,2010-10-26 14:15:33,3.3696
1,1,2010-10-26 14:55:59,4.1416
1,1,2010-10-26 15:35:23,1.1349
1,1,2010-10-26 16:15:28,4.496
1,1,2010-10-26 16:55:39,4.533
1,1,2010-10-27 09:35:25,4.2288
1,1,2010-10-27 10:15:17,0.2846
1,1,2010-10-27 10:55:52,4.7868
1,1,2010-10-27 11:50:11,2.5692
1,1,2010-10-27 12:30:13,1.4314
1,1,2010-10-27 13:10:26,4.5238
1,1,2010-10-27 13:50:32,1.2738
1,1,2010-10-27 14:30:31,2.546
1,1,2010-10-27 15:10:03,3.4195
1,1,2010-10-27 15:50:47,3.1465
1,1,2010-10-27 16:30:40,2.6878
1,1,2010-10-28 09:10:35,3.4461
1,1,2010-10-28 09:50:16,0.1129
1,1,2010-10-28 10:30:42,3.6099
2,1,2010-10-28 10:50:43,2.9852
2,1,2010-10-28 11:15:16,4.9138
2,1,2010-10-28 11:55:40,1.5406
2,1,2010-10-28 12:35:03,1.1946
2,1,2010-10-28 13:15:06,3.4787
2,1,2010-10-28 13:55:43,3.6678
2,1,2010-10-28 14:35:35,1.0453
2,1,2010-10-28 15:15:45,3.2674
2,1,2010-10-28 15:55:47,4.6245
2,1,2010-10-28 16:25:39,3.1983
2,1,2010-10-29 09:05:58,4.7116
2,1,2010-10-29 09:45:17,2.9501
2,1,2010-10-29 10:25:26,1.5679
2,1,2010-10-29 11:05:10,4.8531
2,1,2010-10-29 11:45:26,3.0851
2,1,2010-10-29 12:25:22,1.0639
2,1,2010-10-29 13:05:41,4.3861
2,1,2010-10-29 13:45:17,2.3138
2,1,2010-10-29 14:25:11,1.3485
1,1,2010-10-22 16:40:03,1.1728
1,1,2010-10-25 09:20:24,0.883
1,1,2010-10-25 10:00:17,1.7799
1,1,2010-10-25 10:40:14,2.6966
1,1,2010-10-25 11:20:52,3.1568
1,1,2010-10-25 12:00:03,2.3258
1,1,2010-10-25 12:10:52,4.1161
1,1,2010-10-25 12:50:19,3.3034
1,1,2010-10-25 13:30:32,5.0136
1,1,2010-10-25 14:10:22,2.5622
1,1,2010-10-25 14:50:29,4.4163
1,1,2010-10-25 15:30:09,4.6236
1,1,2010-10-25 16:10:20,0.5474
1,1,2010-10-25 16:50:26,5.3301
1,1,2010-10-26 09:30:22,1.1641
1,1,2010-10-26 10:10:28,0.7419
1,1,2010-10-26 10:50:32,4.8088
1,1,2010-10-26 11:30:42,2.8319
1,1,2010-10-26 12:10:27,2.7873
1,1,2010-10-26 12:50:36,4.0762
1,1,2010-10-26 13:30:28,0.4564
1,1,2010-10-26 14:10:06,0.9856
1,1,2010-10-26 14:50:18,1.7878
1,1,2010-10-26 15:30:35,4.4065
1,1,2010-10-26 16:10:16,1.5535
1,1,2010-10-26 16:50:41,4.6409
1,1,2010-10-27 09:30:09,2.4916
1,1,2010-10-27 10:10:20,4.6174
1,1,2010-10-27 10:50:17,4.027
1,1,2010-10-27 11:35:04,1.8054
1,1,2010-10-27 12:15:48,5.9659
1,1,2010-10-27 12:55:30,3.1999
1,1,2010-10-27 13:35:08,2.6885
1,1,2010-10-27 14:15:22,3.7457
2,1,2010-10-27 14:55:12,3.8965
2,1,2010-10-27 15:35:26,2.8453
2,1,2010-10-27 16:15:51,4.0716
2,1,2010-10-27 16:55:01,2.0125
2,1,2010-10-28 09:35:57,2.1487
2,1,2010-10-28 10:15:58,3.0852
2,1,2010-10-28 10:55:33,4.5747
2,1,2010-10-21 16:20:59,2.565
2,1,2010-10-22 09:00:29,1.7088
2,1,2010-10-22 09:40:10,3.1221
2,1,2010-10-22 10:20:05,4.8951
2,1,2010-10-22 11:00:26,1.8729
2,1,2010-10-22 11:40:47,4.864
2,1,2010-10-22 12:20:13,1.7039
2,1,2010-10-22 13:00:08,2.7048
2,1,2010-10-22 13:45:30,3.6513
2,1,2010-10-22 14:25:34,3.7802
2,1,2010-10-22 15:05:02,2.1612
2,1,2010-10-22 15:45:29,4.6368
2,1,2010-10-22 16:25:33,3.568
2,1,2010-10-25 09:05:39,4.5677
2,1,2010-10-25 09:45:39,3.1903
2,1,2010-10-25 10:25:10,5.2089
2,1,2010-10-25 11:05:52,4.0593
2,1,2010-10-25 11:45:56,2.8077
2,1,2010-10-25 12:25:26,1.2359
2,1,2010-10-25 13:05:17,2.8647
2,1,2010-10-25 13:45:54,5.7735
2,1,2010-10-25 14:25:48,1.4357
2,1,2010-10-25 15:05:59,2.5532
2,1,2010-10-25 15:45:42,1.5193
2,1,2010-10-25 16:25:17,2.3322
2,1,2010-10-26 09:05:25,1.3985
2,1,2010-10-26 09:55:40,3.5909
2,1,2010-10-26 10:35:21,2.3448
2,1,2010-10-26 11:15:19,1.5472
2,1,2010-10-26 12:05:05,2.6761
2,1,2010-10-26 12:45:37,0.9195
2,1,2010-10-26 13:25:27,2.1122
2,1,2010-10-26 14:05:29,1.3849
2,1,2010-10-26 14:45:54,1.0415
